,BIOUSDT,PIPPINUSDT,Spread,ZScore
189,0.02103,0.35176,-7.559999999999858e-05,0.47608798633271515
190,0.0211,0.35432,-0.00015919999999999823,0.21495112503446437
191,0.02122,0.35976,-0.00036560000000000065,-0.399684743322529
192,0.02146,0.35329,0.0002626000000000017,1.2362344024900627
193,0.02108,0.35413,-0.0001677999999999992,0.036800633299901665
194,0.02123,0.35656,-0.00016359999999999986,-0.02563755852386861
195,0.02125,0.35613,-0.00011779999999999777,-0.009507640472897731
196,0.02134,0.35874,-0.00018439999999999776,-0.3361231491668466
197,0.02138,0.35754,-7.240000000000024e-05,-0.0151663138324847
198,0.02122,0.36493,-0.0006757999999999972,-2.1511903159239427
199,0.02104,0.35795,-0.0004369999999999999,-1.417970985760088
